year,state,question,category,group,value
2020,North Carolina,Average mentally unhealthy days among adults,Age,Age >=65,1.8
2020,Puerto Rico,Depression among adults,Age,Age 45-64,22.9
2020,Rhode Island,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",27.9
2020,New York,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,1.7
2020,Ohio,Frequent mental distress among adults,Sex,Female,18.5
2021,Alabama,Average mentally unhealthy days among adults,Overall,Overall,2.4
2020,Virginia,Frequent mental distress among adults,Sex,Female,15.7
2020,Wyoming,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",31.2
2020,Vermont,Depression among adults,Age,Age 45-64,23.7
2020,Wyoming,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",11.8
2020,United States,Depression among adults,Sex,Female,23.9
2020,United States,Frequent mental distress among adults,Age,Age >=65,8.1
2020,United States,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",3.0
2020,Vermont,Frequent mental distress among adults,Sex,Male,11.5
2020,Virginia,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",13.8
2020,Texas,Frequent mental distress among adults,Overall,Overall,13.4
2020,West Virginia,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",18.6
2020,Wisconsin,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",33.8
2020,Utah,Depression among adults,Race/Ethnicity,"White, non-Hispanic",24.6
2020,Vermont,Depression among adults,Sex,Female,28.5
2020,Wisconsin,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,Hispanic,18.6
2020,Texas,Average mentally unhealthy days among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",0.0
2020,Wyoming,Depression among adults,Race/Ethnicity,Hispanic,18.2
2020,Utah,Depression among adults,Overall,Overall,23.1
2020,Virginia,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",3.1
2020,Wisconsin,Frequent mental distress among adults,Sex,Male,10.0
2020,Vermont,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",13.8
2020,Washington,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Asian, non-Hispanic",12.4
2020,Texas,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",13.9
2020,United States,Frequent mental distress among adults,Sex,Male,10.8
2020,United States,Depression among adults,Sex,Male,13.2
2020,Virginia,Depression among adults,Race/Ethnicity,Hispanic,10.1
2020,Texas,Depression among adults,Race/Ethnicity,Hispanic,14.8
2020,Wyoming,Frequent mental distress among adults,Age,Age 18-44,16.1
2020,Texas,Depression among adults,Sex,Female,22.5
2020,Wyoming,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,Hispanic,15.1
2020,Texas,Average mentally unhealthy days among adults,Age,Age >=65,2.2
2020,Wisconsin,Frequent mental distress among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",31.2
2020,Washington,Depression among adults,Race/Ethnicity,"Asian, non-Hispanic",9.9
2020,West Virginia,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",49.1
2020,Virginia,Average mentally unhealthy days among adults,Overall,Overall,3.1
2021,Alabama,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",2.7
2020,Vermont,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",34.7
2020,Wisconsin,Frequent mental distress among adults,Overall,Overall,13.2
2020,Vermont,Average mentally unhealthy days among adults,Sex,Female,3.8
2021,Alabama,Depression among adults,Race/Ethnicity,Hispanic,27.4
2020,United States,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Multiracial, non-Hispanic",15.6
2020,Wisconsin,Depression among adults,Age,Age >=65,12.4
2020,Utah,Average mentally unhealthy days among adults,Sex,Male,3.3
2020,West Virginia,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",2.3
2020,Vermont,Postpartum depressive symptoms among women with a recent live birth,Overall,Overall,11.9
